anzahl rel in test.tsv:	1107
 davon anzahl der Sätze:	522
anzahl rel in train.tsv:	4440
 davon anzahl der Sätze:	2089
gesamtanzahl in train und test.tsv:	5547
 gesamtzahl der Sätze:	2611
null eins verhältnis test.tsv :	0.8923076923076924
null eins verhältnis train.tsv :	0.8958155422715628
null eins verhältnis test/train :	0.9960841827381389
