anzahl rel in test.tsv:	1661
 davon anzahl der Sätze:	783
anzahl rel in train.tsv:	3886
 davon anzahl der Sätze:	1828
gesamtanzahl in train und test.tsv:	5547
 gesamtzahl der Sätze:	2611
null eins verhältnis test.tsv :	0.8939566704675028
null eins verhältnis train.tsv :	0.8965348950707662
null eins verhältnis test/train :	0.9971242339618472
